drug_name,deformation,deformation_std,n_replicates
cgp-55845,18523.848,5951.523046668758,2
cgp-57380,15558.771,7394.014620628043,5
cgp-60474,21629.1,4234.440273691293,3
cgp-71683,13756.031,441.16764966570344,2
cgp-7930,13297.876,3743.9240854538366,3
cgs-12066b,15280.363,4062.0980425426924,3
cgs-15943,22087.545,2546.447553857858,6
cgs-20625,15449.06,8255.544613522305,3
cgs-21680,15202.956,7840.367153008955,3
chembl-374350,15290.133,3163.5199630297757,6
chenodeoxycholic-acid,10355.919,990.1239024638086,3
chlorambucil,14202.6455,4020.3134727160527,5
chlordiazepoxide,15638.859,1436.295820712786,3
chlormadinone-acetate,12495.775,2273.5835253930327,5
chloroquine,14476.556,5384.508536798757,9
chloroxine,19656.25,8007.610993778575,6
chlorphenamine,13176.206,3167.6441596714644,11
chlorpromazine,13026.34,2692.0167073751018,9
chlorprothixene,16048.8,3622.0193571844657,6
chlorthalidone,11993.967,2861.930757510059,9
cholic-acid,9954.587,2571.6176983324153,3
chromomycin-a3,14032.226,1716.4150002180952,3
ci-966,13925.415,6481.811113645557,3
ciclacillin,16026.435,7834.603723281442,3
ciglitazone,12188.327,1154.069397530911,3
cilastatin,14912.3955,6280.471746198554,3
cilnidipine,14814.56,3240.1808149061317,3
cilomilast,10903.802,1146.3656269761104,3
cilostamide,16195.114,4151.408489775317,6
cilostazol,16808.926,5023.337745121248,5
cimetidine,12253.968,1464.5828596210692,8
cinacalcet,10380.441,1292.5959797395212,3
cinalukast,11701.649,2034.852725795378,3
cinanserin,13294.065,456.09608466646534,3
cinchonine,15172.898,5502.91899760112,6
cinnarizine,10332.073,2487.235673212293,2
cinobufagin,15119.243,1363.8977890971778,3
ciprofibrate,10968.981,1368.3347770746416,3
cirazoline,13832.421,4238.000696753806,3
cisapride,14224.886,3824.9612182363517,6
citalopram,11752.226,1018.8272189204328,3
cl-218872,15563.997,6493.563388598806,3
cl-82198,10246.019,467.7703139669875,3
cladribine,13038.609,2758.0635551775017,3
clemastine,13469.417,3831.233711964541,6
clobenpropit,10146.937,1910.930203857467,3
clobetasol,13595.127,4656.599134144729,8
clocortolone-pivalate,19119.541,10039.646672041265,3
clofarabine,16368.039,5124.901196343581,3
clofibrate,12415.014,3921.883347854399,5
clofibric-acid,18208.459,2179.8141559922997,3
clomethiazole,11182.872,1855.4620394605215,3
clomifene,15267.527,6314.1877410398265,11
clomipramine,11552.474,2774.9203277258516,3
clonidine,13115.79,2701.0451859456966,9
clopidogrel,10288.394,805.4969907359487,3
clozapine,10940.894,1366.8674337164007,3
co-102862,12513.597,812.787977784766,3
col-3,21488.791,3755.69322777666,18
colforsin,13597.346,3705.0187890373422,5
corticosterone,14249.772,2217.6446813058324,3
cortisone,17602.264,7238.152342324482,3
cortisone-acetate,13070.624,2905.9370906198315,6
coumaric-acid,20441.166,9204.733885088499,3
coumarin,13516.203,4160.814971427177,5
coumestrol,19251.354,9469.642728776987,3
cp-466722,15405.06,4473.6955066413975,3
cp-55940,11454.746,721.3918445449087,3
cp-724714,12597.677,2815.3948072917583,6
cp-93129,14930.82,5019.134977085181,3
cp-94253,15390.292,10887.420794453965,3
cpccoet,11687.853,3209.6833569875516,2
crizotinib,15513.11,6702.141880082059,4
cromakalim,15016.305,7234.265326022495,3
crotamiton,11968.375,2418.16570379686,2
cs-2092524,11665.808,1274.267243699668,3
ct-200783,14018.823,2540.2030632767382,3
cucurbitacin-i,20075.174,5121.1808315435155,12
cuneatin,17132.629,5087.742250363436,3
curcumin,18381.021,3070.120296225082,18
cvf-sumo-13,14532.065,1538.406613871352,3
cyclazosin,10131.809,901.7823841160852,3
cyclo-[arg-gly-asp-d-phe-val],14802.648,4340.532111809265,3
cycloheximide,16291.62,4732.238943652281,21
cyclopamine,14923.462,4349.563960437807,6
cyclopentene,20781.738,5273.668215093033,3
cyclopenthiazide,11336.66,1441.5732086400797,2
cyclopentolate,12576.004,1897.7675271002652,6
cyclopiazonic-acid,16628.908,4973.417167233519,3
cyclosporin-a,14305.11,4327.418950828608,18
cymarin,21483.188,6608.9178660956195,3
cyproheptadine,13425.692,2267.754187823092,3
cyproterone,8915.826,305.2691840884818,2
cytochalasin-b,14291.675,3687.109148738356,3
cytochalasin-d,16382.298,3745.2178935338898,3
cytosporone-b,12695.73,2901.6039273289434,3
d-4476,21187.209,9312.911613336028,3
d-609,8439.645,923.3350630288386,2
d-64131,19936.148,6691.004670592964,9
d-64406,15389.645,7629.192965623795,3
dacinostat,13414.644,2298.3310594129366,6
dactinomycin,16501.111,2538.9530502113957,5
danazol,14627.207,7297.208657472345,12
danoprevir,10931.703,3915.486961326322,3
dantrolene,10270.449,669.7366877549146,3
dantron,10037.787,2040.6977408929881,2
danusertib,10136.12,1400.5117885783939,3
dapt-gsi-ix,12378.886,2127.498118822302,3
darinaparsin,13854.69,4686.034194859379,3
dasatinib,11676.247,897.8059742093001,3
dau-5884,19174.166,4728.234563803864,3
daunorubicin,15679.344,3521.281812284646,13
dcebio,12555.911,1452.4193573822704,3
dcpib,14008.871,3760.840018050997,6
decafluorobutane,11029.691,2263.9648560831574,3
decitabine,10445.56,2335.0816129194577,3
deforolimus,12642.259,2028.2765923318677,3
deguelin,20034.441,1312.1761203527715,2
dehydrocholate,14553.346,3838.0020273179653,5
dehydrocholic-acid,19053.287,6660.710643797747,3
dehydroisoandosterone,20316.635,5238.367468064855,3
delcorine,14481.458,5297.402317761514,2
deltaline,11923.806,2499.934485645238,3
denbufylline,15311.323,8765.23652547691,3
deoxyandirobin,11783.945,4212.875655207396,6
deoxycholic-acid,13172.63,2443.901334536364,3
deoxycorticosterone-acetate,9991.619,46.14700388001425,2
deoxyrhapontin,11097.754,1780.028764600675,2
dephostatin,17281.99,7136.278187893803,5
depudecin,15275.085,6287.222881672625,3
deracoxib,14819.83,4450.225674211141,5
desipramine,12968.332,3208.642106823828,6
desmethylclozapine,17168.979,4270.328318066725,3
desoximetasone,14795.03,4636.393916041452,8
desoxycortone,17175.156,10308.519857578345,3
desoxypeganine,12870.1,4596.251682209893,5
devazepide,15600.272,6462.209645328922,3
dexamethasone,13126.343,3332.792452483691,22
dexamethasone-acetate,13261.184,3251.526659817299,6
dexchlorpheniramine,14397.403,1454.8047829340946,3
dexketoprofen,10134.804,334.36948730535414,3
dexrazoxane,10365.217,229.50241627075684,2
dextromethorphan,13765.712,4467.473153789365,9
dh-97,12604.4375,2110.352885552952,3
diarylpropionitrile,11934.734,1102.3282766419875,3
diazoxide,11270.453,2285.2161093541613,3
dibenzepin,11110.469,2798.613010824149,3
dibutyrylcyclic-gmp,9600.279,239.51861144762293,2
dichlorobenzamil,11417.419,1315.494692375358,3
diclofenac,13164.878,1964.729551994097,6
diclofenamide,12399.495,3515.682191096412,3
dicloxacillin,10813.44,1756.437359239208,3
dicyclohexylurea,10455.967,1261.237501282666,2
dicycloverine,11889.137,1917.0811941225065,6
dienestrol,15662.515,4621.7395179363375,11
diethylcarbamazine,14659.534,7530.787053268527,6
diethylstilbestrol,16682.1,3981.2144055444787,15
diethyltoluamide,13476.957,3323.914648730444,3
diflorasone,13414.099,590.2187295658093,3
diflunisal,17691.37,6064.252172402844,6
digitoxin,15531.712,3901.4043729525283,6
digoxigenin,13215.79,3256.4981501622497,3
digoxin,14464.822,2173.691900448686,9
dihydrexidine,11961.141,952.9093700708928,3
dihydroergocristine,14307.841,5808.495646461159,3
dihydroergotamine,13051.978,3745.0967890356555,6
dihydrorobustic-acid,11153.245,1747.3353451339492,3
dihydrosamidin,13953.874,3848.99035355717,4
dihydroxyphenylglycine,9449.432,610.1922052536669,3
diloxanide,12559.226,4639.25682396253,5
diltiazem,12967.484,4619.945942179578,11
dimercaptosuccinic-acid,14482.504,2328.3301917982876,3
dinoprostone,11474.073,1775.5465477574119,3
dioxybenzone,15242.065,2739.756818967338,6
diphenidol,17412.273,8189.615042340061,3
diphenyleneiodonium,13121.692,224.0682273505176,3
dipropyl-5ct,19383.22,6196.383926138534,3
dipyridamole,12984.0205,3335.6841574822874,6
disopyramide,13851.339,1796.32256191598,6
ditolylguanidine,11422.4,835.4148974094697,2
dm-161,15932.113,9391.75550105591,3
dm-163,16658.7,11221.953811809242,3
dm-55-3,16952.08,11958.855161084768,3
dmab-anabaseine,11676.153,3460.8099790690044,3
dmbi,14030.543,3987.207090441649,6
dmeob,13275.44,5179.9485405306905,3
dmp-543,20623.95,9161.895608596426,3
dnqx,17827.637,9198.296913355192,3
dobutamine,14050.575,4736.476913061145,3
docetaxel,14870.617,4965.649793125945,3
doconexent,14370.472,3480.8229250800155,3
docosatrienoic-acid,9747.067,2166.7597884411175,3
dolasetron,13327.172,1608.732641771516,3
domperidone,13117.453,3788.0737378883387,5
donepezil,14264.635,3852.2650268007483,5
dopamine,10847.913,994.336894082567,3
dorsomorphin,15679.151,2956.2949451102972,9
dosulepin,12722.07,2574.346715137686,3
dovitinib,12556.766,2629.7273227963087,3
doxapram,14014.755,1232.6110671013878,3
doxepin,12467.45,3358.8014446019974,15
doxorubicin,20359.314,6877.655248823836,11
doxylamine,14479.411,7181.299417462281,6
dppe,14566.569,5248.862503881232,3
dr-2313,17953.611,10980.716449867681,3
droperidol,13587.874,5679.6104188396,6
dropropizine,25093.186,5665.53935839072,6
duloxetine,15504.819,5324.738537719009,8
dup-697,14683.415,4123.120008796858,6
dy-131,10990.476,2488.779288918132,3
dydrogesterone,11421.112,1070.9626554573017,3
e-4031,13719.05,3737.464981410133,9
ebelactone-b,10242.788,2751.5744634206117,3
ebpc,10665.148,1129.5329172346983,3
ebselen,11030.44,670.0658288735476,3
econazole,12938.277,2384.0650649537592,2
ecopipam,17267.17,6823.73340587938,3
ehna,13446.008,7291.302959772621,3
ei-231,15081.739,3377.3830155675732,3
ei-247,9556.189,1672.2495326530407,2
ei-273,11750.8,3351.5922862931557,3
ei-346-erlotinib-analog,14412.871,204.4063403443284,2
eicosatetraynoic-acid,8511.46,821.2793218584159,2
eicosatrienoic-acid,12670.653,1960.6271816839408,3
elesclomol,15192.031,5230.633957441466,3
ellipticine,17495.742,4576.357969452782,8
elvitegravir,10003.5205,1267.8976935164371,3
embelin,11872.351,2987.722262159508,2
emd-386088,12475.821,4464.541192522983,5
emd-41000,17851.11,6491.011633008672,3
emd-66684,15016.906,4734.149666351683,3
emetine,22012.045,5415.420274528835,12
emf-bca1-16,18664.217,3789.813090398522,3
emf-bca1-57,10196.907,2874.858449995845,6
emf-bca1-60,12269.418,5666.946278854689,6
emf-bca1-64,10513.885,2347.269939225977,6
emf-csc-9,12110.372,3829.15956161897,5
emf-sumo1-1,10220.625,2257.288837808505,6
emf-sumo1-10,12029.13,4794.778471881823,3
emf-sumo1-11,15336.759,1494.4654381584892,6
emf-sumo1-12,10306.288,1142.6290446792389,6
emf-sumo1-2,11002.66,1933.2619818196797,6
emf-sumo1-3,14375.691,4949.6478087179175,6
emf-sumo1-4,12460.525,5699.791176021515,5
emf-sumo1-5,11890.988,3767.2193877306454,6
emf-sumo1-6,10586.632,2375.74865187712,3
emf-sumo1-7,11631.427,1885.1572464159808,6
emf-sumo1-8,11109.319,2684.6262992869356,6
emf-sumo1-9,11761.519,71.86386984187891,2
emodic-acid,18102.186,5748.374434445035,3
enalapril,14644.693,3963.452970926717,2
endecaphyllin-x,12028.286,3332.103111301379,3
endo-iwr-1,13160.251,3731.20214004689,3
enmd-2076,21623.643,3581.5998194599324,3
enobosarm,9637.55,1377.7546305547469,3
enrofloxacin,12569.927,2157.3171460140074,5
entecavir,9300.173,1095.680607380928,3
entinostat,17380.0,6637.651779455119,8
enzastaurin,15915.252,8693.574444720378,5
eo-1428,12894.288,2985.6806899938656,3
epicatechin-gallate-(-),15633.203,4024.4420117348873,5
epirizole,14204.617,3270.65439109467,6
epirubicin,16601.309,3280.937763065379,5
epitestosterone,13469.045,7394.993749204666,7
eplerenone,14972.355,3729.402007421902,2
epothilone-a,10684.698,689.458936427017,3
epoxycholesterol,10007.317,1280.136725398188,2
equilin,16274.036,2549.912095125636,13
equol,18608.742,486.2354884253241,3
er-27319,17153.994,2332.556958542224,3
erastin,19744.924,980.2009820205301,3
ergocornine,14316.539,6075.315618783629,3
ergocryptine,16135.784,3753.9336554515203,6
ergometrine,10699.4375,1160.8319676871572,3
eriochrome-black-t,10447.866,679.3318664631186,3
eriodictyol,13647.739,4715.154878921918,3
erlotinib,10453.968,322.54871187464863,3
erythromycin,9757.334,161.25349174090096,2
erythromycin-estolate,14469.095,5617.800672642835,6
erythromycin-ethylsuccinate,17477.588,9666.8658217687,6
erythrosine,15812.449,2390.681761415995,2
escitalopram,14307.703,4129.524424143421,5
esculin,11167.531,847.0082721646855,2
estradiol,17039.271,6602.479451632299,19
estradiol-benzoate,15996.274,5845.609412289486,6
estradiol-cypionate,18393.424,6359.277727602845,6
estradiol-valerate,13321.33,272.7298425425126,2
estriol,16125.163,3987.790511171049,12
estrone,17105.1,3843.003209950935,8
estropipate,12406.158,4921.908919116725,5
etamivan,15231.516,5505.194042609729,5
ethambutol,13016.325,5091.357922140503,3
ethisterone,12793.633,2155.6578885755707,3
etifenin,11489.843,1496.9787863514323,3
etodolac,12405.795,4244.238712937196,8
etomidate,13920.604,4965.823321213061,5
etomoxir,10522.586,2479.97572508905,3
eugenitol,13053.484,2981.594399071243,3
everolimus,17853.178,4918.4523365344985,3
evodiamine,14290.796,4159.460676984346,3
evoxine,12510.648,1337.0457680893592,3
exemestane,13405.213,3259.554306086492,5
exo-1,19639.639,12621.969291750298,2
ezetimibe,14980.222,3639.5832561925013,5
f-1061-0166,10380.952,929.4499212175201,6
f-1566-0341,15961.984,2573.4642824070106,6
famciclovir,15792.4375,4728.525796596554,5
fananserin,13958.827,3492.015287484401,3
farnesol,11051.919,3066.3993214775323,3
farnesylcysteine-methyl-ester,13892.538,6816.3693968867665,3
farnesylthioacetic-acid,13452.883,1682.1363264322727,3
farnesylthiotriazole,16437.27,6560.325049086972,3
fasudil,13368.315,5498.4965181923535,3
fatostatin,13703.2705,2730.587143317963,3
fccp,18615.73,4743.254535823946,8
febuxostat,14237.817,5574.695509472305,3
felbamate,10408.194,1195.9232915326158,3
felodipine,10190.43,1019.0575719300695,2
fenbendazole,11631.844,1918.1614799081635,3
fenbufen,16144.448,5781.607953130614,6
fenobam,18174.123,1583.8860784834671,3
fenofibrate,13617.849,1082.0695374166214,3
fenoldopam,10706.902,931.5280116570948,3
fenoterol,15565.109,4681.540363640955,6
fenretinide,11415.414,1355.1334326705135,8
fexaramine,11874.859,638.2498417470724,3
fexofenadine,14487.967,4295.590583108812,5
fgin-1-27,13123.966,3176.8789051783137,3
fillalbin,13307.593,2994.350392239479,3
finasteride,12535.373,1835.0179832374545,5
fipronil,16876.645,9394.77393102,5
fit,12340.785,1513.2835406287743,3
fk-888,18092.389,4856.271466629813,3
fl-hdac-025,22484.094,6897.668006261429,3
flavokavain-b,14604.84,5584.335062916765,2
flavoxate,11983.636,1389.7654007575702,3
flecainide,13508.3955,3504.4298469080354,6
floxuridine,10291.411,791.5216936940755,3
flucloxacillin,10442.107,1431.7821275361302,2
fluconazole,9795.463,180.10575954673487,2
fludarabine,18718.705,7212.9538974619045,2
fludroxycortide,11913.41,4755.131378905865,5
flufenamic-acid,13150.625,5387.636921317701,3
flumazenil,11688.78,3248.4158950898955,3
flumetasone,14420.013,4300.759386915802,5
flunarizine,14252.114,4394.458714032396,9
flunisolide,10816.98,2043.2232979014882,8
fluoxetine,11950.836,1538.4567609051496,3
flupentixol,19293.006,9064.81337832494,3
fluperlapine,12343.633,2943.8042230237747,6
fluphenazine,13721.325,2584.507100725764,4
flupirtine,9581.009,1933.757695055222,3
fluprostenol,14536.048,7786.529224945111,3
flurofamide,16142.531,5611.57672163165,3
fluspirilene,15704.63,3622.107965964534,6
flutamide,14564.992,5497.684082598867,6
fluticasone,10647.014,1759.907094001334,6
fluticasone-propionate,12090.815,653.6943239784144,3
fluvastatin,13725.161,3276.4254583783186,5
fluvoxamine,14852.003,4190.6277586041615,3
foliosidine,10623.456,1062.650927359525,3
formestane,10314.67,14.857528812509528,2
formoterol,23050.203,9952.127435500375,2
forskolin,13343.526,3253.930955602293,17
fostamatinib,15088.427,4567.511929225638,3
fpl-55712,15674.831,8695.673063703518,3
fpl-64176,12219.638,2903.7387061741197,6
fr-122047,16611.51,7483.747824788642,3
fr-139317,13588.726,5465.606260179688,3
fr-180204,9984.675,454.3661776183334,3
fraxetin,15875.806,7301.3404418327755,6
fraxidin,11052.7295,1441.0884975027282,3
ftase-inhibitor-b581,14262.214,5124.27282726187,6
fti-276,17844.094,5219.833059360915,3
fulvestrant,17741.064,4249.326637716345,14
fusaric-acid,17365.469,7068.163440524729,3
gabazine,15778.459,3849.1378349908696,2
gabexate,15619.378,9863.784513451674,3
gamma-linolenic-acid,14753.087,2730.379970562138,3
gangaleoidin,21138.193,3910.9124236874527,6
ganglioside,12089.679,3020.7046150189967,3
gant-58,12984.742,3986.9587877791237,3
gant-61,13596.276,4882.6017907670175,3
gatifloxacin,9986.738,1690.4060919574367,3
gavestinel,11510.8,1004.6069979282294,3
gbr-12783,16268.621,7985.343774155755,6
gbr-12935,10962.196,3362.572034335981,3
gbr-13069,17315.125,1557.2870630590803,3
gdc-0879,9164.954,,1
gdc-0941,12875.776,3819.3663264479296,6
gedunin,15061.212,4526.394851060933,3
gefitinib,10214.151,1418.6162841873884,6
geldanamycin,17382.629,4555.810366571921,50
genistein,18914.19,6213.840847974068,21
geranylgeraniol,9488.422,1712.417907872659,3
ginsenoside,11607.195,1463.9315374690764,3
gitoxigenin,14601.32,4271.945926104396,6
glibenclamide,17161.988,6143.102203601561,5
glimepiride,13858.199,5189.204058939332,4
glipizide,13057.125,245.93367199178604,2
gliquidone,21815.27,9303.867268362594,2
glycocholic-acid,15913.633,3839.2119241623195,5
glycodeoxycholic-acid,9814.743,1730.9383549118986,3
glycopyrrolate,11342.602,4211.36823736166,3
gnf-2,11195.656,1908.047074164413,3
goserelin,13188.836,1540.235320634583,2
gp-1a,11511.476,1470.6512170176748,3
gp-2a,11062.95,3198.042550062504,3
gr-113808,14471.033,6857.293135162826,5
gr-127935,15003.79,2112.7008551916615,3
gr-144053,9912.636,362.0077190950491,3
gr-159897,14304.312,5895.7531754979145,3
gr-206,12173.595,760.7561015012795,3
gr-235,16107.706,10133.191363444983,3
gr-32191,11317.1875,1930.2319012033724,3
gr-46611,14076.634,1756.5778137077907,3
gr-55562,18213.635,7218.925079980385,3
gr-79236,13360.722,3348.5102426519807,3
gr-89696,21575.592,9520.24017870974,3
granisetron,12821.93,3807.002842681923,3
graveoline,13415.17,4100.5239631782115,2
gs-39783,11531.156,1724.5697096558497,3
gsk-0660,10721.464,1809.145060496093,3
gsk-1070916,18043.799,9855.283427434235,3
gsk-1904529a,15270.522,4330.106683061767,3
gsk-3-inhibitor-ix,11754.845,1476.3673537334116,3
gsk-429286a,12286.528,6073.142006265784,6
gsk-461364,15969.335,5825.460715285678,3
gtp-14564,18798.111,10196.45678727414,3
guanaben-acetate,13927.327,3727.397237637799,6
guanabenz,16992.818,7095.2530341456695,6
guanfacine,13564.857,5221.888824283767,5
guggulsterone,13587.035,7657.502878802675,6
gw-0742,13820.487,5415.074890923191,3
gw-1929,15396.174,6622.8766455231325,5
gw-311616,11722.067,1452.9362027687896,3
gw-3965,15302.385,5792.163400760788,5
gw-405833,14628.301,5620.008327018688,3
gw-4064,18181.508,9455.678136661987,5
gw-441756,16854.871,5832.427777218796,6
gw-501516,11551.435,129.07055927203248,3
gw-5074,13651.472,3345.5985296806,5
gw-583340,11185.734,162.12948940221108,3
gw-6471,11326.494,2881.397294744275,2
gw-7647,17115.678,4769.321101658242,5
gw-843682x,14150.364,5644.971877222801,6
gw-9508,12070.267,2103.169504520698,3
gw-9662,14913.124,5548.361117425025,3
gyki-52466,14545.269,4013.045609583387,3
h-7,10242.921,542.3801763905437,3
h-8,15750.913,4956.865423687509,3
h-89,11362.624,1627.3276090909358,3
h-9,12379.911,5847.219914384617,6
ha-1004,13203.871,4573.044062840346,3
ha-14-1,9567.628,1047.767054291043,3
halcinonide,16488.535,7539.076249280361,3
haloperidol,14745.214,1274.7730699170954,3
harpagoside,9095.43,1428.7783047840196,2
hc-toxin,15875.546,3466.1157317743323,3
hdac1-selective,19603.318,969.6139132595457,3
hdac3-selective,18124.893,756.743929241805,3
hemado,11516.22,884.324037153494,2
heraclenol,10117.37,1002.5543682863406,3
herniarin,13141.367,5655.3903174844545,2
hesperidin,12303.656,4102.4680650984155,3
hexamethyleneamiloride,13247.919,7392.7813995817205,3
hexylcaine,12365.589,953.0836293686822,3
hg-5-113-01,17085.127,4713.540846205913,3
hg-5-88-01,16489.744,8600.405463733796,3
hg-6-64-01,17556.775,8294.045375153471,3
hinokitiol,16440.518,9346.353635676754,3
hippeastrine,17790.715,8973.680284154781,3
hispidin,10540.409,1130.3231223842872,3
hli-373,13961.93,3164.437875308948,3
hmn-214,9920.489,2300.25068541682,3
hnha,16388.533,8655.47797137317,2
ho-013,9755.543,746.5884305774512,3
homoharringtonine,19845.066,4492.736430199884,11
homosalate,11700.768,215.86644204410572,2
homoveratrylamine,13919.695,199.50527460571607,3
htmt,14536.817,2046.3901108943153,3
hts-11203sc,18629.475,7448.686912435068,3
hts-12264sc,16509.219,2499.880122307511,3
hydralazine,15549.327,7023.797856993558,3
"hydrastine-(1r,-9s)",10509.86,598.980210654014,2
hydrastinine,20183.643,7171.220380151556,3
hydrocortisone,10666.473,678.9985961004163,2
hydrocortisone-valerate,12950.088,3987.322658529525,2
hydroquinidine,11783.852,3155.7174370104913,2
hydroxycholesterol,11637.048,3821.8379756845698,3
hydroxyl,19422.781,3154.7175689625,18
hyoscyamine,11972.784,1545.1632972547575,3
hyperforin,11847.367,1533.0491319437162,3
hypericin,14195.474,2003.6557453704568,5
i-070754,11435.784,912.087583401152,3
i-070759,12042.622,2233.5878755649965,3
iaa-94,15127.516,6170.821145451075,3
ib-meca,12097.761,2732.8559654850865,3
ibc-293,17377.164,10318.220645739691,3
ibudilast,10555.403,1404.1927850684112,3
ibuprofen-(s),10994.4795,637.1199628653167,3
ic-261,12637.983,1840.50287859126,3
icariin,14005.371,4408.744847570891,6
ichthynone,21105.16,5897.949896436852,6
ici-162846,11621.266,1738.3994192895884,3
ici-199441,11317.633,1593.7515821502413,3
ici-63197,16666.49,5211.584255111195,4
ici-89406,11659.828,2070.212277661262,3
icilin,13659.749,2516.656973120995,6
ikk-16,17700.844,786.6549130021021,2
ikk-2-inhibitor,12521.023,3348.6799016721884,3
ikk-2-inhibitor-v,20402.295,4965.543603025697,12
ilomastat,12856.102,3088.540697184029,6
iloperidone,10611.048,571.2836469714716,3
iloprost,16549.74,8749.373508693821,3
imatinib,13403.868,4855.146104386064,3
imiquimod,13593.867,4661.441053375245,3
immepip,18201.787,2658.3320361045935,2
immethridine,12702.717,5055.407384647428,5
imperatorin,14059.523,3489.625553506968,3
inca-6,13596.917,3613.4600569796194,6
indirubin-3-monoxime,17133.793,4884.0612375749415,5
indole-3-carbinol,12678.587,3221.6061164445505,2
indolophenanthridine,13378.09,3348.979822904246,3
ingenol,15587.805,1249.1294599351854,3
iobenguane,12597.909,912.355155250797,3
iodophenpropit,11585.641,2052.713391922977,3
iopanoic-acid,14331.302,3424.1795457933245,5
ioxaglic-acid,11269.501,1183.6170820990008,3
ipratropium,14456.986,5022.126130572031,8
irbesartan,12945.395,3664.2299333137576,5
irilin-a,13397.845,3356.188532899057,3
irinotecan,23210.986,841.6945299709633,3
irl-2500,12156.634,5294.1556043064165,3
irsogladine,12216.418,2933.131055568934,3
isamoltane,12033.108,792.9183394574953,3
isocarboxazid,15419.151,3517.7230667508934,3
isoflupredone-acetate,19647.336,10471.531892980194,2
isoliquiritigenin,15680.575,3035.2009686770143,3
isonicotinohydroxamic-acid,18460.78,1231.042250290678,9
isoreserpine,10851.995,801.0044930949578,3
isorotenone,11223.656,2273.7849751530985,3
isotretinoin,16377.874,10421.885250857793,3
isox,16463.225,4747.040946675096,3
isoxicam,14598.128,3667.8207663248386,5
isoxsuprine,10852.671,553.1560789183832,3
ispinesib,12461.013,1778.9656276601434,3
ite,11609.401,1829.5362385345509,3
itraconazole,14473.176,1401.6994786004614,3
ivachtin,10998.474,1116.9168546506612,3
ivermectin,11689.373,470.35099613690056,2
ixazomib,18354.982,3146.53708269365,3
j-104129,12154.72,545.994014363963,3
jak3-inhibitor-i,12089.535,3888.9135657967386,3
jak3-inhibitor-v,20044.096,9850.722565004407,3
jak3-inhibitor-vi,15593.2705,3321.550919958798,3
jas07-002,14164.837,1297.4918227892965,3
jas07-004,15591.486,1280.9204814496009,2
jas07-007,12895.246,449.22618104895247,2
jas07-009,13902.445,1683.887350362714,3
jlk-6,17609.357,6391.2294286560855,3
jnj-10191584,10413.499,757.3516220998501,3
jnj-16259685,11941.234,290.4195752102659,3
jnj-26481585,16219.938,11699.687135644057,3
jnj-7706621,14736.06,1459.8887204602454,3
jnk-9l,14024.632,2227.1589343803316,3
jpr-3-97-17,17510.172,5848.787186074332,3
jte-013,13496.1875,2217.437646361697,3
jte-907,10196.327,1159.3351230520234,3
jw-7-24-1,15650.405,,1
jwe-035,11111.034,1253.6704393974308,3
jwh-015,13698.849,2318.5908770797773,3
jx-401,10699.64,765.5577065765731,3
k-858,9361.53,1515.809598804268,3
k784-3188,17097.4,,1
k784-3391,11373.888,1247.4403334804165,3
kavain,11959.261,646.8024499355503,2
kb-r7943,11521.657,1568.5341975729373,3
kb188-iii-56,10269.808,249.95036477280252,3
kenpaullone,16714.91,6902.9463731083,3
ketanserin,17290.17,7006.2480790107875,2
ketoprofen,11802.826,1685.8233588227515,2
ketorolac,13606.615,3901.6124456860503,5
ketotifen,13277.94,2326.127757663054,8
kf-38789,11808.403,1038.0025379862536,3
ki-16425,11640.005,2467.021130715324,3
ki-8751,21309.238,3851.8516521917054,6
kin001-055,13016.562,5183.155338303197,3
kin001-127,11023.134,2931.236409042385,3
kin001-242,9916.315,1775.9032459850398,3
kin001-244,10350.787,3449.891466600228,2
kinetin-riboside,17339.227,1733.243772164658,3
km-00519sc,18762.562,7278.458749800212,3
km-00927,15194.325,3482.952506557512,2
km-01366,10726.856,1328.9692126111313,3
km-03439,12714.109,6634.284820808055,3
km-03472sc,13578.212,5503.1425428939465,3
km-03949sc,14760.245,3452.1771409036164,3
km-04644sc,13456.778,4498.908045822582,3
kn-62,11206.242,1099.7528790114463,3
kn-93,13720.006,2489.803769031856,2
ku-0060648,15519.86,4608.378587522699,3
ku-0063794,13669.3545,3644.4370135810027,3
ku-14r,10915.899,1426.4677520812418,3
ku-55933,12561.966,4625.7649202088305,6
ku-c103420n,14610.882,357.30005783073847,3
ku-c103654,8891.504,535.9728329683722,3
ku-c103655,10002.266,964.4528897490379,3
ku-c103656,8245.383,1113.8941295568845,3
ku-c103658,11416.001,982.2251807174626,2
ku-c103670,14123.12,6374.831984135901,3
ku-c103671,11984.3545,3602.7189558885343,3
ku-c103672,16719.436,12702.293674123865,3
ku-c103676,9252.156,238.271608356126,3
ku-c103853,9978.938,1190.6283751970382,3
ku-c103867,9906.431,779.1783244831298,3
ku-c103868,13245.028,7139.333815553042,3
ku-c103869,11676.364,3651.479038395177,3
ku-c103871,10037.839,1609.2010949856056,3
ku-c103874,17534.87,6430.612059611454,2
ku-c103875,16107.031,10947.38156188539,3
ku-c103881,17635.422,11773.754210963098,3
ku-c103882,8275.41,176.1339155746778,3
ku-c103884,10170.871,1544.9440717487541,2
ku-c103885,14444.11,10571.21146226071,3
ku-c103898n,18342.453,5141.6059609529,3
ku-c103904n,15204.996,921.4703159743082,3
ku-c104122,9703.366,1995.7514566876084,3
